번호,관광지명,주소,지도 x좌표,지도 y좌표,전화번호,홈페이지주소(URL),등록일,지역,1차분류,2차분류,담당기관
853,통영문화동벅수,통영시 문화동,34.84822,128.4211,055-650-4613,,2006-02-10,통영시,문화관광,기념물,통영시 관광과
854,물건방조어부림과물미해안,남해군 삼동면 동부대로1122번길,34.79997,128.0479,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
855,죽전비자나무,남해군 남면 남서대로,34.77897,127.8737,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
856,당항느티나무,남해군 남면 남서대로,34.77897,127.8737,055-860-8605,,2006-02-10,남해군,문화관광,기념물,남해군청 문화관광과
857,단항 왕후박나무,남해군 창선면 동부대로2964번길,34.91759,128.0311,055-860-8601,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
858,청학동,경상남도 하동군 청암면 대밭땀길 12-18,35.23885,127.7216,055-880-2380,,2006-03-03,하동군,문화관광,문화체험장,하동군 문화관광과
859,미조상록수림,남해군 미조면 미조로236번안길,34.71176,128.0482,055-860-8601,,2006-02-10,남해군,문화관광,기념물,남해군청 문화관광과
860,남해향교,남해군 남해읍 망운로10번길 51,34.84282,127.8932,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
861,남해 다정리 지석묘,경상남도 남해군 이동면 다정리 911-5,34.81581,127.9236,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
862,전·백이정의 묘,경상남도 남해군 남면 평산리 54,34.77336,127.8697,055-864-2131,,2006-02-10,남해군,문화관광,기념물,
863,남해 금오산성,남해군 창선면 당항리,34.89947,128.0084,055-864-2131,,2006-02-10,남해군,문화관광,기념물,
864,남해장성,경상남도 남해군 이동면 신전리 115,34.7733,127.9587,055-864-2131,,2006-02-10,남해군,문화관광,기념물,
865,대국산성,남해군 설천면 설천로364번길,34.89757,127.9176,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
866,하동 화개장터,하동군 화개면 쌍계로 15,35.18798946,127.6240666,055-883-5722,,2006-03-03,하동군,문화관광,문화체험장,하동군
867,임진성,남해군 남면 상가리,34.7827,127.871,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
868,대방산 봉수대,남해군 창선면 옥천로,34.85891,127.9856,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
869,설흘산 봉수대,남해군 남면 남면로289번길,34.74869,127.9088,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
870,금산봉수대,남해군 상주면 보리암로 691,34.75142,127.9806,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
871,관음포 이충무공 전몰유허,남해군 고현면 남해대로,34.9131,127.857,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
872,남해 상주리 석각,남해군 상주면 보리암로,34.75268,127.9815,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
873,보리암전 삼층석탑,남해군 상주면 남해대로,34.75225,127.9831,055-860-8603,,2006-02-10,남해군,문화관광,기념물,남해군 문화관광과
874,용문사 석불,남해군 이동면 용문사길 166-11,34.78811,127.923,055-862-4425,,2006-02-10,남해군,문화관광,기념물,
875,용문사 대웅전,남해군 이동면 용문사길 166-11,34.78811,127.923,,,2006-02-10,남해군,문화관광,기념물,
876,의령 상정리지석묘군,경상남도 의령군 화정면 상정리 738-2,35.2739,128.2133,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
877,의령신포리입석군,의령군 칠곡면 신포리 347-7,35.33821,128.2073,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
878,의령수성리지석묘군,경상남도 의령군 가례면 수성리 274-5,35.33504,128.247,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
879,미타산성,의령군 부림면 미타로2북길 398,35.51411,128.2909,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
880,호미산성,경남 의령군 정곡면 죽전리 51-5번지,35.36467,128.3296,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
881,벽화산성지,경남 의령군 의령읍 하리,35.29605,128.2487,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
882,탑바위,의령군 정곡면 죽전리 249,35.36504,128.3235,055-570-2400,http://uiryeong.go.kr/tour/6/main00.htm,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
883,수도사 석탑 및 부도군,"경남 의령군 용덕면 이목리 157번지 ,636",35.37991,128.2515,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
884,의령가막산봉수대,경상남도 의령군 정곡면 적곡리,35.35294,128.3764,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
885,용화전 석조여래좌상,창원시 성산구 성산패총로 145,35.2072,128.6809,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
886,미수기언책판,경남 의령군 대의면 중촌리,35.38204,128.1488,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
887,송암문집 및 괴당집책판,의령군 정곡면 정곡8길 8-4,35.40995,128.3332,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
888,성황리 삼층석탑,경상남도 의령군 정곡면 성황리 693-1,35.38065,128.3412,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
889,용사일기목판,의령군 정곡면 정곡8길 8-4,35.40995,128.3332,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
890,망우당곽재우장군 유물,의령군 의령읍 충익로 1,35.31574,128.2616,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
891,다호리고분군,경상남도 창원시 의창구 동읍 다호리 237-3번지,35.29852,128.6715,055-225-3671,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,기념물,창원시
892,보천사지 부도,의령군 의령읍 벽화로길,35.29992,128.2552,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
893,석조여래좌상,의령군 정곡면 법정로 937-6,35.37948,128.3245,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
894,보천사지 3층석탑,의령군 의령읍 벽화로길,35.29992,128.2552,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
895,연가7년명금동여래입상,의령군 대의면 모의로길,35.38155,128.1565,055-570-2400,,2006-02-10,의령군,문화관광,기념물,의령군 의병문화관광과
896,비자나무,사천시 곤양면 성내로,35.05847,127.9633,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
897,사천향교,사천시 사천읍 사천향교로 25,35.08594,128.1007,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
898,"조,명군총",사천시 용현면 청골길,35.04788,128.0567,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
899,신벽동 지석묘,사천시 신벽동,34.98605,128.0755,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
900,덕곡리 지석묘군,사천시 용현면 진삼로,35.02378,128.0657,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
901,유적지 늑도패총,사천시 문선4길 23,34.93493,128.0828,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
902,사천용산리사지,사천시 곤명면 다솔사길,35.08263,127.9287,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
903,사천와룡동사지,사천시 와룡길,34.9651,128.1036,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
904,이구 산성,사천시 정동면 이구산길,35.05513,128.1148,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
905,성황당 산성,사천시 정동면 바느실길,35.06053,128.0917,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
906,사천 사천읍성,경상남도 사천시 사천읍 수양공원길 51,35.08414555,128.0936266,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시
907,사천 선진리성,경남 사천시 용현면 선진리 1082,35.04383332,128.0428026,055-831-2716,https://toursacheon.net/index.php?mid=history_tour&document_srl=1096,2006-02-10,사천시,문화관광,기념물,사천시
908,두음벌 산성,사천시 정동면 옥산로,35.07489,128.097,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
909,금성리 토성지,사천시 곤명면 금성들길,35.14376,127.9695,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
910,곤양읍성,사천시 곤양면 성내로,35.05847,127.9633,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
911,각산 산성,사천시 대방동 산 40,34.94146,128.0544,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
912,늑도유적,사천시 늑도동 일원,34.92271,128.0369,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
913,보안암석굴,사천시 곤양면 만점안길 217,35.08708,127.9062,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
914,"세종,단종태실수개의궤",사천시 용현면 시청로 77 사천시청내(內) 지적서고,35.00335,128.0642,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
915,사천매향비,사천시 곤양면 단숙길,35.0855,128.02,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시 문화체육과
916,사천 각산봉수대,경남 사천시 대방동 산 2,34.94926934,128.0377997,055-831-2716,,2006-02-10,사천시,문화관광,기념물,사천시
917,원천느티나무,거창군 가조면 원천2길 31-9,35.72712,127.9951,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
918,당산리 당송,거창군 위천면 당산1길 17,35.74966,127.857,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
919,창녕 조씨득성비,경남 창녕군 창녕읍 옥천리 산322번지,35.54443,128.535,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
920,갈천서당,거창군 북상면 송계로 767-34,35.78075,127.816,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
921,거창향교,거창군 거창읍 성산길 34,35.69264,127.9038,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
922,내오리 지석묘,거창군 주상면 주곡로,35.76265,127.901,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
923,개봉고분,거창군 거창읍 소만2길,35.69408,127.9225,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
924,수포대,거창군 가조면 가조가야로,35.71011,128.0281,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
925,거열산성,거창군 거창읍 죽전1길,35.69049,127.9088,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
926,강남사지 석조여래입상,거창군 위천면 강남불1길 23-55,35.74056,127.8157,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
927,심우사 목조아미타 여래좌상,거창군 거창읍 하동4길 77,35.68962,127.9146,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
928,송림사지 석조여래좌상,거창군 거창읍 수남로 2181,35.67439,127.9108,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
929,고견사 석불,거창군 가조면 의상봉길,35.72516,128.0311,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
930,대동여지도,거창군 거창읍 수남로 2181,35.67439,127.9108,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
931,농산리 입석 음각선인상,거창군 고제면 입석2길 30-8,35.81379,127.8717,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
932,모리재,거창군 북상면 덕유월성로,35.76909,127.7548,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
933,거창둔마리벽화고분,거창군 남하면 안흥1길,35.70599,127.9501,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
934,가섭암지마애삼존불상,거창군 위천면 덕거길,35.74428,127.8135,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
935,양평리석조여래입상,거창군 거창읍 노혜3길 6-43,35.70003,127.9328,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
936,상림리석조관음입상,거창군 거창읍 미륵길 19-61,35.68774,127.8951,055-940-3410,,2006-02-10,거창군,문화관광,기념물,거창군 문화관광과
937,갈천서원,고성군 대가면 갈천로 620,35.04785,128.2509,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
938,위계서원,고성군 마암면 석마2길 186,35.05608,128.3076,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
939,백천사약사와불,사천시 백천동 112,34.99616,128.0917,055-831-2727,http://www.bekchunsa.org/,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
940,고성향교,고성군 고성읍 교사3길 25-10,34.97625,128.3087,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
941,학림리 지석묘,고성군 하일면 학림4길,34.94153,128.2027,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
942,송학동 제 2의 고분군,고성군 고성읍 동외로 204,34.97937,128.3269,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
943,석지리 지석묘,고성군 하이면 신촌2길,34.92862,128.1229,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
944,동외동 패총,고성군 고성읍 동외로27번길,34.96579,128.3301,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
945,내산리고분군,고성군 동해면 내산3길,35.05311,128.4763,055-670-2201,,2006-02-10,고성군,문화관광,기념물,고성군 문화체육관광과
946,대방진굴항,사천시 대방동 251,34.92899,128.0566,055-831-2727,,2006-02-10,사천시,문화관광,기념물,사천시 문화관광과
947,고성 송학동 고분군,경남 고성군 고성읍 송학리 470,34.97937268,128.3210119,055-670-2221,,2006-02-10,고성군,문화관광,기념물,고성군
948,방어산마애불,경상남도 함안군 군북면 하림리 산131,35.24758,128.3008,055-580-2341,,2006-02-10,함안군,문화관광,기념물,함안군 문화관광과
949,인곡리모과나무,창원시 마산합포구 진북면 의림로 382,35.13845,128.44,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
950,마산향교,창원시 마산합포구 진동면 교동1길 86,35.11884,128.499,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
951,위암장지연선생묘,창원시 마산합포구 현동 631-2번지,35.14853,128.5556,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
952,제말장군의묘,창원시 마산합포구 진동면 도만1길,35.11888,128.5303,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
953,가을포 봉수대,창원시 마산합포구 진동면 해양관광로,35.11136,128.5064,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
954,봉화산 봉수대,창원시 마산회원구 3·15대로,35.23002,128.5803,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
955,회원현성지,창원시 마산합포구 자산약수길,35.20744,128.5613,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
956,이산성지,창원시 마산회원구 회원동북로,35.22081,128.5762,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
957,합포성지,창원시 마산회원구 합포성지길,35.24392,128.584,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
958,고현리공룡발자국화석,경상남도 창원시 마산합포구 진동면 고현리 96,35.10141,128.4823,055-225-3701,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,기념물,창원시
959,호계리공룡발자국화석,창원시 마산회원구 내서읍 호원로,35.25661,128.5247,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
960,의림사 3층석탑,창원시 마산합포구 진북면 의림로 382,35.13845,128.44,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
961,팔용산 돌탑,창원시 마산회원구 봉덕2길,35.22475,128.5968,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
962,신방리 음나무군,창원시 의창구 동읍 무점길,35.29396,128.6911,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
963,창원향교,창원시 의창구 의안로59번길 6,35.26733,128.6235,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
964,창원 가음정동고분군,창원시 성산구 가음정로,35.20619,128.6958,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
965,창원 상남지석묘,창원시 성산구 월동968,35.19847,128.7027,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
966,창원 외동지석묘,창원시 성산구 창원대로 813,35.21396,128.6798,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
967,최윤덕장군 유허지 및 묘지,경상남도 창원시 의창구 북면 내곡리 1096 일원,35.30937,128.6256,055-225-3671,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,기념물,창원시
968,창원 내동패총,창원시 성산구 삼동로128번길,35.22206,128.6606,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
969,성산패총,경상남도 창원시 성산구 외동 853-7,35.20871,128.6797,055-282-7270,http://culture.changwon.go.kr,2006-02-10,창원시,문화관광,기념물,창원시
970,달천구천,창원시 의창구 북면 천주로,35.34353,128.6083,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
971,주남돌다리,창원시 의창구 동읍 주남로101번길,35.3106,128.6837,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
972,창원 덕천리유적,창원시 의창구 덕천리 83 일원,35.28108,128.6708,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
973,문화의 거리,창원시 진해구 백구로 56,35.14993,128.6594,055-225-3691,,2006-02-13,창원시,미분류,미분류,창원시 관광진흥과
974,창원 진례산성,창원시 성산구 토월동 산44-1일원,35.23122,128.7216,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
975,남사터,창원시 의창구 북면 백월로327번길,35.31812,128.6433,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
976,봉림사지 삼층석탑,창원시 의창구 지귀로60번길 13-13,35.2469,128.6533,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
977,김명윤유품 쌍검,창원시 의창구 동읍 석산길16번길 5-11,35.31491,128.6593,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
978,성주사 감로왕탱,창원시 성산구 곰절길 191,35.17614,128.7175,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
979,창원 성주사 관음보살입상,창원시 성산구 곰절길 191,35.17614,128.7175,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
980,창원향교 대성전,창원시 의창구 의안로59번길 6,35.26733,128.6235,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
981,성주사 대웅전,창원시 성산구 곰절길 191,35.17614,128.7175,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
982,불곡사 일주문,창원시 성산구 대암로 55,35.21552,128.7018,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
983,삼정자동 마애불,창원시 성산구 삼정자로,35.19847,128.7027,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
984,불곡사 석조비로자나불좌상,창원시 성산구 대암로 55,35.21552,128.7018,055-225-3691,,2006-02-10,창원시,미분류,미분류,창원시 관광진흥과
985,밀양향교,밀양시 밀양향교3길 19,35.50631,128.7547,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
986,혜산서원,밀양시 산외면 다원1리길 17-18,35.50424,128.8135,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
987,예림서원,밀양시 부북면 예림서원로 128,35.46615,128.73,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
988,칠탄서원,밀양시 단장면 단장로,35.48898,128.8205,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
989,얼음골,경상남도 밀양시 산내면 산내로 1647,35.57476,128.9854,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
990,추화산성,경상남도 밀양시 교동 376-1,35.51157,128.7654,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
991,하동녹차밭 - 다연 촬영지,하동군,35.06721,127.7513,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
992,밀양읍성,경상남도 밀양시 내일동 36-1,35.49165,128.7571,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
993,무봉사석조여래좌상,경상남도 밀양시 내일동 37,35.49168,128.7566,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
994,숭진리 3층석탑,밀양시 삼랑진읍 숭진리 412-1,35.46083,128.812,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
995,소태리 5층석탑,경상남도 밀양시 청도면 소태리 1149-1,35.55978,128.6279,055-359-5644,,2006-02-10,밀양시,문화관광,기념물,밀양시 문화관광과
996,창녕 영산향교,경상남도 창녕군 영산면 교리 51,35.46135,128.535,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
997,창녕향교,경상남도 창녕군 창녕읍 향교길 54,35.54801384,128.4979433,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
998,창녕 물계서원,경상남도 창녕군 대지면 모산1길 109-36,35.5656766,128.4683722,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
999,창녕 충익공망곽재우유허비,창녕군경남 창녕군 도천면 우강리 931번지,35.40167,128.5135,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1000,창녕 열효신씨지려비석,경상남도 창녕군 도천면 도천리 134,35.43168,128.5202,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1001,그곳에 바람이 있었네,하동군,35.06721,127.7513,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
1002,창녕 진만석적덕영세불망비,경남 창녕군 대지면 용소리 산3번지,35.52552,128.4633,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1003,창녕탑금당치성문기비,경남 창녕군 창녕읍 교리 293-1,35.54372822,128.4940102,055-530-1471,http://www.cng.go.kr/culture/main/index.asp,2006-02-10,창녕군,문화관광,기념물,창녕군
1004,창녕 박진지구전적비,경남 창녕군 남지읍 월하리 산 180,35.44417043,128.3853392,055-530-1511,,2006-02-10,창녕군,문화관광,기념물,창녕군
1005,창녕 고려충신성사제신도비,창녕군 대지면 석리 729-5번지,35.55551,128.464,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1006,창녕 남휘정선공주묘역,경남 창녕군 부곡면 구산리 1-2번지,35.40304,128.6411,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1007,창녕 조우희/조익수의 묘,창녕군 남지읍 대성대봉길,35.41904,128.4513,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1008,만옥정공원지석묘,창녕군 창녕읍 교상길,35.54019,128.5015,055-530-1531,,2006-02-10,창녕군,미분류,미분류,창녕군 생태관광과
1009,섬진강변 - 태양은가득히 촬영지,하동군,35.06721,127.7513,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
1010,창녕 창녕교동고분군,경남 창녕군 창녕읍 교리 129번지,35.54608,128.5042,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1011,창녕 계성고분군,경남 창녕군 계성면 사리,35.48889,128.5275,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1012,창녕 영산고분군,경남 창녕군 영산면 동리 374번지,35.446,128.534,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1013,창녕 송현동고분군,경상남도 창녕군 창녕읍 송현리 20-1,35.54628,128.5054,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1014,창녕척화비,경남 창녕군 창녕읍 교상리 28번지,35.54068,128.5027,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1015,창녕 신라진흥왕척경비,경남 창녕군 창녕읍 교상리 28-1,35.54086305,128.5025441,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1016,창녕 고곡산성,경남 창녕군 남지읍 고곡리 산 193,35.44050796,128.424313,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1017,창녕 목마산성,경남 창녕군 창녕읍 송현리 산5-2번지,35.54508,128.5163,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1018,하동 최참판댁,경상남도 하동군 악양면 평사리길 66-7,35.15590905,127.6884346,055-880-2960,,2006-02-13,하동군,문화관광,촬영지,하동군
1019,섬진강변 - 허준 촬영지,하동군,35.06721,127.7513,055-880-2380,,2006-02-13,하동군,문화관광,촬영지,하동군 문화관광과
1020,창녕 영축산성,경남 창녕군 영산면 교리 산1-2번지,35.47233,128.5384,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1021,창녕 성산산성,경남 창녕군 이방면 현창리 226,35.53077292,128.3595016,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1022,창녕 신당산성,경남 창녕군 계성면 신당리 산 5,35.49021644,128.5178412,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1023,창녕 화왕산성,경남 창녕군 창녕읍 옥천리 산 322,35.54442,128.5349,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1024,금산활공장,남해군 상주면 일원,34.72371,127.9857,055-860-8603,,2006-02-10,남해군,레저관광,레프팅과활동,남해군 문화관광과
1025,창녕 대동리금헌묘석상,경남 창녕군 대합면 대동리 산6번지,35.61412,128.4583,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1026,창녕 영산석빙고,창녕군 영산면 교리 390-2,35.45715,128.5391,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1027,논개도,통영시 사량면 일대,34.83657,128.1596,055-650-4613,,2006-02-10,통영시,레저관광,낚시,통영시 관광과
1028,창녕석빙고,창녕군 창녕읍 송현리 288,35.54258,128.4984,055-530-1531,,2006-02-10,창녕군,문화관광,기념물,창녕군 생태관광과
1029,창녕 술정리서삼층석탑,경상남도 창녕군 창녕읍 술정서탑길 4-7,35.54112282,128.4887737,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1030,국도및좌사리도,"통영시 욕지면 국도, 좌사리도 일원",34.63723,128.2602,055-650-4613,,2006-02-10,통영시,레저관광,낚시,통영시 관광과
1031,창녕 보림사지삼층석탑,경상남도 창녕군 영산면 영산새싹길 25,35.45838312,128.5292217,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
1032,관룡사약사전삼층석탑,창녕군 창녕읍 화왕산관룡사길 171,35.53272,128.5535,055-530-1531,,2006-02-10,창녕군,문화관광,기념물,창녕군 생태관광과
1033,국도,통영시 욕지면 내초도길,34.54202,128.4419,055-650-4613,,2006-02-10,통영시,레저관광,낚시,통영시 관광과
1034,창녕 도천삼층석탑,경상남도 창녕군 도천면 영산도천로 11-14,35.40554369,128.5064173,055-530-1471,,2006-02-10,창녕군,문화관광,기념물,창녕군
