"번호","개방서비스명","개방서비스ID","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",""
"2459","숙박업","03_11_03_P","5420000","5420000-201-2003-00009","20031215","","01","영업/정상","01","영업","","","","","055 6744101","670","638971","경상남도 고성군 영오면 오서리 1611-207","경상남도 고성군 영오면 오서1길 55","52900","베니스모텔","20210914170234","U","2021-09-16","여관업","128.190567233361","35.0882868842312","여관업","3","0","1","3","0","0","2","18","0","N","0","","","","","0","0","0","0","0","N","4882037000"
"2460","숙박업","03_11_03_P","5420000","5420000-201-1993-00001","19930621","","01","영업/정상","01","영업","","","","","055 6732503","499","638813","경상남도 고성군 회화면 배둔리 448-19","경상남도 고성군 회화면 배둔로 60","52915","이브모텔","20220214140135","U","2022-02-16","여관업","128.371491374971","35.0589487549224","여관업","3","0","1","3","0","0","12","6","0","N","0","","","","","0","0","0","0","0","N","4882040000"
"2461","숙박업","03_11_03_P","5420000","5420000-201-1989-00001","19890410","","01","영업/정상","01","영업","","","","","055 6734242","520","638803","경상남도 고성군 고성읍 동외리 271-1번지","경상남도 고성군 고성읍 중앙로43번길 8-1","52942","로망스모텔","20181129155343","U","2018-12-01","여관업","128.32528398206","34.9744128455358","여관업","3","0","1","3","0","0","16","2","0","N","0","","","","자가","0","","","0","0","N","4882025000"
"2462","숙박업","03_11_03_P","5420000","5420000-201-1988-00001","19880504","","01","영업/정상","01","영업","","","","","055 6731888","192","638813","경상남도 고성군 회화면 배둔리 434-40","경상남도 고성군 회화면 배둔로 50","52915","영빈장여관","20211108134727","U","2021-11-10","여관업","128.370938055022","35.058273277764","여관업","3","0","1","3","0","0","7","0","0","N","0","","","","임대","0","0","0","0","0","N","4882040000"
"2463","숙박업","03_11_03_P","5420000","5420000-201-1993-00003","19931220","","01","영업/정상","01","영업","","","","","055 673 7266","381","638813","경상남도 고성군 회화면 배둔리 819-59","경상남도 고성군 회화면 회진로 27-7","52915","동화모텔","20210205163320","U","2021-02-07","여관업","128.368359985776","35.0558931617923","여관업","3","0","0","0","0","0","9","9","0","N","0","","","","","0","","","0","0","N","4882040000"
"2464","숙박업","03_11_03_P","5420000","5420000-201-1995-00001","19951130","","01","영업/정상","01","영업","","","","","055 6737477","1295","638807","경상남도 고성군 고성읍 신월리 188-5 39통1반","경상남도 고성군 고성읍 남해안대로 2463-21","52946","프린스호텔","20211108134926","U","2021-11-10","일반호텔","128.333534898127","34.9642632341454","일반호텔","4","0","2","4","0","0","5","30","0","N","0","","","","자가","0","1","1","0","0","N","4882025000"
"2465","숙박업","03_11_03_P","5420000","5420000-201-1977-00001","19770420","","01","영업/정상","01","영업","","","","","055 674 2765","69","638808","경상남도 고성군 고성읍 서외리 19-5번지","경상남도 고성군 고성읍 남포로162번길 84","52942","동림여인숙","20190122134440","U","2019-01-24","여인숙업","128.324353191491","34.975967296025","여인숙업","3","0","1","1","0","0","15","0","0","Y","0","","","","","0","1","","0","0","N","4882025000"
"2466","숙박업","03_11_03_P","5420000","5420000-201-1999-00005","19990930","","01","영업/정상","01","영업","","","","","055 6742010","976","638807","경상남도 고성군 고성읍 율대리 782","경상남도 고성군 고성읍 공단로 21-9","52947","궁전모텔","20210914165521","U","2021-09-16","여관업","128.332708725093","34.9685155538521","여관업","6","0","1","6","0","0","4","22","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2467","숙박업","03_11_03_P","5420000","5420000-201-2001-00001","20010109","","01","영업/정상","01","영업","","","","","055 6748005","469","638805","경상남도 고성군 고성읍 송학리 263-14","경상남도 고성군 고성읍 중앙로43번길 73-7","52942","파크모텔","20210914165559","U","2021-09-16","여관업","128.325610392208","34.9774632594496","여관업","4","0","1","4","0","0","0","17","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2468","숙박업","03_11_03_P","5420000","5420000-201-1991-00002","19911007","","01","영업/정상","01","영업","","","","","055 6744337","767","638804","경상남도 고성군 고성읍 성내리 48-11","경상남도 고성군 고성읍 성내로 131","52943","월든모텔","20211108134832","U","2021-11-10","여관업","128.322678387625","34.9734826314441","여관업","3","0","1","2","0","0","2","24","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2469","숙박업","03_11_03_P","5420000","5420000-201-1993-00002","19930630","","01","영업/정상","01","영업","","","","","055 6744448","620","638805","경상남도 고성군 고성읍 송학리 262-11","경상남도 고성군 고성읍 중앙로25번길 70-37","52942","성일모텔","20211108134909","U","2021-11-10","여관업","128.325126173085","34.9770556582965","여관업","3","0","1","2","0","0","11","11","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2470","숙박업","03_11_03_P","5420000","5420000-201-1980-00001","19800814","","01","영업/정상","01","영업","","","","","055 6742866","322","638808","경상남도 고성군 고성읍 서외리 18-7","경상남도 고성군 고성읍 남포로162번길 92","52942","대성장여관","20211108134041","U","2021-11-10","여관업","128.324703058067","34.9756483833963","여관업","3","0","2","3","0","0","9","7","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2471","숙박업","03_11_03_P","5420000","5420000-201-1978-00003","19781013","","01","영업/정상","01","영업","","","","","055 6744161","418","638805","경상남도 고성군 고성읍 송학리 263-9 외3필지","경상남도 고성군 고성읍 중앙로43번길 71 (외3필지)","52942","J모텔","20211108134016","U","2021-11-10","여관업","128.325663023459","34.9771754393776","여관업","3","0","1","2","0","0","14","4","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2472","숙박업","03_11_03_P","5420000","5420000-201-1987-00001","19870220","","01","영업/정상","01","영업","","","","","055 6743004","274","638804","경상남도 고성군 고성읍 성내리 71-1","경상남도 고성군 고성읍 중앙로 32-7","52943","신흥여관","20211108134704","U","2021-11-10","여관업","128.323838141565","34.9739083861225","여관업","2","0","1","2","0","0","2","8","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2473","숙박업","03_11_03_P","5420000","5420000-201-2007-00002","20070928","","01","영업/정상","01","영업","","","","","055 6743475","718","638803","경상남도 고성군 고성읍 동외리 291-6번지","경상남도 고성군 고성읍 중앙로43번길 27","52942","모텔 토론토","20171023210216","I","2018-08-31","여관업","128.324901734913","34.9752159330795","여관업","6","1","2","5","0","0","3","17","0","N","0","","","","자가","0","","","0","0","N","4882025000"
"2474","숙박업","03_11_03_P","5420000","5420000-201-2011-00001","20110607","","01","영업/정상","01","영업","","","","","055 673 3773","503","638842","경상남도 고성군 동해면 내산리 239번지 외1필지","경상남도 고성군 동해면 조선특구로 1971-15 (외1필지)","52918","피날레모텔","20170921175744","I","2018-08-31","여관업","128.469246333265","35.0538875314564","여관업","3","0","1","2","0","0","0","16","0","N","0","","","","자가","0","","","0","0","N","4882042000"
"2475","숙박업","03_11_03_P","5420000","5420000-201-2003-00002","20030123","","01","영업/정상","01","영업","","","","","055 672 1885","954","638807","경상남도 고성군 고성읍 월평리 242-10번지","경상남도 고성군 고성읍 월평1길 57","52948","파라다이스모텔","20200120142444","U","2020-01-22","여관업","128.347640470856","34.9422909927793","여관업","4","1","1","3","0","0","2","20","0","N","0","","","","","0","","","0","0","N","4882025000"
"2476","숙박업","03_11_03_P","5420000","5420000-201-2004-00001","20040511","","01","영업/정상","01","영업","","","","","055 6746233","323","638807","경상남도 고성군 고성읍 월평리 358-1","경상남도 고성군 고성읍 월평1길 47","52948","그린모텔","20210914170412","U","2021-09-16","여관업","128.347065837039","34.9428068750959","여관업","3","1","2","3","0","0","1","8","0","N","0","","","","임대","0","0","0","0","0","N","4882025000"
"2477","숙박업","03_11_03_P","5420000","5420000-201-2007-00003","20071115","","01","영업/정상","01","영업","","","","","055 6732623","734","638942","경상남도 고성군 상리면 무선리 257-1번지 외3필지","경상남도 고성군 상리면 무선1길 332 (외3필지)","52952","호반그린","20171128101434","I","2018-08-31","여관업","128.22212402051","34.9814805936723","여관업","5","0","2","5","0","0","2","14","0","N","0","","","","","0","1","1","0","0","N","4882034000"
"2478","숙박업","03_11_03_P","5420000","5420000-201-2004-00007","20041210","","01","영업/정상","01","영업","","","","","055 6721418","308","638813","경상남도 고성군 회화면 배둔리 1340-5 1340-1","경상남도 고성군 회화면 마구들1길 9 (1340-1)","52915","왕비의성모텔","20210914171706","U","2021-09-16","여관업","128.367106413345","35.0473776913001","여관업","3","0","2","2","0","0","0","20","0","N","0","","","","","0","0","0","0","0","N","4882040000"
"2479","숙박업","03_11_03_P","5420000","5420000-201-2005-00001","20050217","","01","영업/정상","01","영업","","","","","055 6731139","248","638832","경상남도 고성군 거류면 당동리 120-1","경상남도 고성군 거류면 거류로 672","52925","으아리모텔","20210914171753","U","2021-09-16","여관업","128.405322822089","34.9909202747049","여관업","3","1","3","3","0","0","1","8","0","N","0","","","","임대","0","0","0","0","0","N","4882043000"
"2480","숙박업","03_11_03_P","5420000","5420000-201-2003-00004","20030501","","01","영업/정상","01","영업","","","","","055 6739362","572","638991","경상남도 고성군 마암면 삼락리 131","경상남도 고성군 마암면 삼락6길 77","52912","아이엠티모텔","20210914165851","U","2021-09-16","여관업","128.35706928426","35.0340909114934","여관업","3","0","1","3","0","0","0","19","0","N","0","","","","자가","0","1","1","0","0","N","4882041000"
"2481","숙박업","03_11_03_P","5420000","5420000-201-2010-00002","20100226","","01","영업/정상","01","영업","","","","","055 6736222","671","638803","경상남도 고성군 고성읍 동외리 288-15번지","경상남도 고성군 고성읍 동외로 163-11","52942","쉴모텔","20200409141222","U","2020-04-11","여관업","128.325473805408","34.9756262716743","여관업","0","0","1","5","0","0","0","24","0","N","0","","","","","0","","","0","0","N","4882025000"
"2482","숙박업","03_11_03_P","5420000","5420000-201-1978-00001","19780904","","01","영업/정상","01","영업","","","","","055 6744121","367","638803","경상남도 고성군 고성읍 동외리 316-1","경상남도 고성군 고성읍 성내로151번길 4","52943","우성모텔","20211108133948","U","2021-11-10","여관업","128.324907995817","34.9732251546819","여관업","2","0","0","0","0","0","8","7","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2483","숙박업","03_11_03_P","5420000","5420000-201-2002-00006","20021122","","01","영업/정상","01","영업","","","","","055 6737812","395","638942","경상남도 고성군 상리면 무선리 721-6","경상남도 고성군 상리면 상정대로 1309-15","52952","월성모텔","20210914165758","U","2021-09-16","여관업","128.206655807406","34.9936129990432","여관업","3","0","1","3","0","0","3","13","0","N","0","","","","","0","0","0","0","0","N","4882034000"
"2484","숙박업","03_11_03_P","5420000","5420000-201-2012-00001","20120713","","01","영업/정상","01","영업","","","","","055 674 1018","1810","638803","경상남도 고성군 고성읍 동외리 293-2번지","경상남도 고성군 고성읍 동외로151번길 24","52942","ON 모텔","20170928093452","I","2018-08-31","여관업","128.324675299456","34.9751554026742","여관업","7","0","1","7","0","0","1","37","0","N","0","","","","","0","","","0","0","N","4882025000"
"2485","숙박업","03_11_03_P","5420000","5420000-201-2001-00004","20010903","","01","영업/정상","01","영업","","","","","055 6728580","500","638982","경상남도 고성군 개천면 북평리 301-5번지","경상남도 고성군 개천면 옥천로 1019","52904","에쿠스모텔","20190215141250","U","2019-02-17","여관업","128.273925631914","35.0808793409536","여관업","3","0","1","3","0","0","2","15","0","N","0","","","","","0","","","0","0","N","4882038000"
"2486","숙박업","03_11_03_P","5420000","5420000-201-1981-00001","19811204","","01","영업/정상","01","영업","","","","","","69","638804","경상남도 고성군 고성읍 성내리 1-1번지","경상남도 고성군 고성읍 동외로151번길 34-15, 1층","52942","성내여인숙","20190610122038","U","2019-06-12","여인숙업","128.324513839781","34.9754171002064","여인숙업","0","0","0","0","0","0","10","0","0","Y","0","","","","","0","1","","0","0","N","4882025000"
"2487","숙박업","03_11_03_P","5420000","5420000-214-2011-00001","20110706","","01","영업/정상","01","영업","","","","","","199","638931","경상남도 고성군 하이면 덕명리 149-3","경상남도 고성군 하이면 자란만로 677-1","52963","공룡참빛펜션","20210916151811","U","2021-09-18","숙박업(생활)","128.152450785447","34.91150035196","숙박업(생활)","2","0","1","1","0","0","6","0","0","N","0","","","","자가","0","","","0","0","N","4882033000"
"2488","숙박업","03_11_03_P","5420000","5420000-201-1998-00004","19980520","","01","영업/정상","01","영업","","","","","055 6746111","537","638803","경상남도 고성군 고성읍 동외리 294-1번지","경상남도 고성군 고성읍 중앙로43번길 23","52942","우등모텔","20191001085757","U","2019-10-03","여관업","128.324962609663","34.9750183338887","여관업","4","0","1","4","0","0","7","15","0","N","0","","","","","0","","","0","0","N","4882025000"
"2489","숙박업","03_11_03_P","5420000","5420000-201-2004-00005","20040820","","01","영업/정상","01","영업","","","","","055 6723007","873","638941","경상남도 고성군 상리면 고봉리 530","경상남도 고성군 상리면 상정대로 1885-14","52950","와와에베레스트","20210914171636","U","2021-09-16","여관업","128.16860182568","35.0292033730065","여관업","3","1","2","3","0","0","2","17","0","N","0","","","","","0","0","0","0","0","N","4882034000"
"2490","숙박업","03_11_03_P","5420000","5420000-214-2010-00001","20100126","","01","영업/정상","01","영업","","","","","055 8556868","1375","638933","경상남도 고성군 하이면 봉원리 18-2","경상남도 고성군 하이면 삼상로 1192-28","52960","산마루타조나라","20220628141856","U","2022-06-30","숙박업(생활)","128.161327032544","34.9849772872892","숙박업(생활)","3","1","1","2","1","1","0","11","0","N","0","","","","자가","0","0","0","0","0","N","4882033000"
"2491","숙박업","03_11_03_P","5420000","5420000-201-2008-00001","20080613","","01","영업/정상","01","영업","","","","","055 8359767","556","638931","경상남도 고성군 하이면 월흥리 1204-3","경상남도 고성군 하이면 공룡로 226","52963","르네상스모텔","20200727130555","U","2020-07-29","여관업","128.143512909002","34.9182954889801","여관업","2","0","2","2","0","0","0","14","0","N","0","","","","자가","0","","","0","0","N","4882033000"
"2492","숙박업","03_11_03_P","5420000","5420000-201-1989-00003","19890705","","01","영업/정상","01","영업","","","","","055 6733661","550","638804","경상남도 고성군 고성읍 성내리 75-1","경상남도 고성군 고성읍 중앙로 32","52943","로얄장여관","20211108134806","U","2021-11-10","여관업","128.323569926055","34.9740887770831","여관업","3","0","1","3","0","0","6","13","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2493","숙박업","03_11_03_P","5420000","5420000-201-1999-00002","19990327","","01","영업/정상","01","영업","","","","","055 8355690","426","638931","경상남도 고성군 하이면 월흥리 979-2","경상남도 고성군 하이면 공룡로 394","52963","가야모텔","20211108135030","U","2021-11-10","여관업","128.157260535489","34.9158321423466","여관업","4","0","1","4","0","0","2","13","0","N","0","","","","","0","0","0","0","0","N","4882033000"
"2494","숙박업","03_11_03_P","5420000","5420000-201-2020-00001","20200723","","01","영업/정상","01","영업","","","","","055 6735552","1847","638801","경상남도 고성군 고성읍 교사리 840-7","경상남도 고성군 고성읍 송학고분로 21-29","","명품호텔시그니처","20200723130722","I","2020-07-25","숙박업 기타","128.294263637244","34.9810672678779","숙박업 기타","3","0","2","1","","","0","17","0","N","0","","","","자가","0","0","0","0","0","N","4882025000"
"2495","숙박업","03_11_03_P","5420000","5420000-201-2021-00004","20210802","","01","영업/정상","01","영업","","","","","","625","638802","경상남도 고성군 고성읍 덕선리 189","경상남도 고성군 고성읍 덕선2길 26-10","52930","엘림하우스","20210802133750","I","2021-08-04","숙박업 기타","128.308145381014","34.996226773372","숙박업 기타","0","0","0","0","0","0","21","0","0","N","0","","","","","0","0","0","0","0","N","4882025000"
"2496","숙박업","03_11_03_P","5420000","5420000-201-2021-00005","20210810","","01","영업/정상","01","영업","","","","","","837","638803","경상남도 고성군 고성읍 동외리 312-26","경상남도 고성군 고성읍 동외로 141","52943","VOVTEL(보브텔)","20220526103437","U","2022-05-28","숙박업 기타","128.32521395039","34.9736205525858","숙박업 기타","7","0","1","6","0","0","0","24","0","N","0","","","","자가","0","0","0","0","0","N","4882025000"
"2497","숙박업","03_11_03_P","5420000","5420000-201-2021-00003","20210525","","01","영업/정상","01","영업","","","","","055 6730093","215","638941","경상남도 고성군 상리면 동산리 산 113-4 외 1필지","경상남도 고성군 상리면 동산1길 90","52951","WG스포츠파크고성","20210525172022","I","2021-05-27","숙박업 기타","128.185622106091","34.9672138450576","숙박업 기타","0","0","","","","","0","6","0","N","0","","","","","0","0","0","0","0","N","4882034000"
"2498","숙박업","03_11_03_P","5420000","5420000-201-2013-00002","20131203","","01","영업/정상","01","영업","","","","","055 672 7336","524","638991","경상남도 고성군 마암면 삼락리 134-1번지","경상남도 고성군 마암면 삼락6길 90","52912","보보모텔","20171115173315","I","2018-08-31","여관업","128.357761859544","35.0339212005193","여관업","3","0","1","2","0","0","0","16","0","N","0","","","","자가","0","","","0","0","N","4882041000"
"2499","숙박업","03_11_03_P","5420000","5420000-201-2017-00001","20170112","","01","영업/정상","01","영업","","","","","055 6720666","541","638807","경상남도 고성군 고성읍 월평리 76번지","경상남도 고성군 고성읍 월평3길 241","52948","예스텔","20180410173217","I","2018-08-31","여관업","128.356405934671","34.9488445955856","여관업","3","0","2","2","0","0","0","14","0","N","0","","","","자가","0","1","1","0","0","N","4882025000"
"2500","숙박업","03_11_03_P","5420000","5420000-201-2003-00005","20030529","","01","영업/정상","01","영업","","","","","055 6729758","603","638833","경상남도 고성군 거류면 용산리 2-2","경상남도 고성군 거류면 거류로 142","52924","공룡모텔","20210914170105","U","2021-09-16","여관업","128.368835369771","34.968361067839","여관업","4","0","1","2","0","0","0","16","0","N","0","","","","","0","0","0","0","0","N","4882043000"
"2501","숙박업","03_11_03_P","5420000","5420000-214-2015-00001","20150615","","01","영업/정상","01","영업","","","","","","210","638912","경상남도 고성군 삼산면 장치리 586-1번지 외 3필지","경상남도 고성군 삼산면 자란만로 2128","52954","수성그린비","20181123144854","U","2018-11-25","숙박업(생활)","128.236160165553","34.9424795800576","숙박업(생활)","1","0","1","1","0","0","0","10","0","N","0","","","","","0","0","1","0","0","N","4882031000"
"2502","숙박업","03_11_03_P","5420000","5420000-201-2005-00010","20050913","","01","영업/정상","01","영업","","","","","","637","638813","경상남도 고성군 회화면 배둔리 829-33","경상남도 고성군 회화면 배둔로 8-5","52915","해강모텔","20201026133635","U","2020-10-28","여관업","128.367372077083","35.0561154747892","여관업","5","0","3","5","0","0","1","16","0","N","0","","","","임대","0","","","0","0","N","4882040000"
"2503","숙박업","03_11_03_P","5420000","5420000-201-1997-00009","19971103","","01","영업/정상","01","영업","","","","","055 6739060","720","638812","경상남도 고성군 회화면 당항리 464-3","경상남도 고성군 회화면 당항만로 1033","52915","거북선펜션텔","20211108135006","U","2021-11-10","여관업","128.384908209935","35.0509981055338","여관업","4","1","2","4","0","0","7","11","0","N","0","","","","","0","0","1","0","0","N","4882040000"
"2504","숙박업","03_11_03_P","5420000","5420000-214-2016-00001","20160406","","01","영업/정상","01","영업","","","","","055670 8000","2774","638812","경상남도 고성군 회화면 봉동리 산 98번지","경상남도 고성군 회화면 회진로 567","52916","고성노벨컨트리클럽골프텔","20180710100330","I","2018-08-31","숙박업(생활)","128.405347874299","35.0697883414649","숙박업(생활)","0","0","0","0","0","0","16","16","0","N","0","","","","","0","0","0","0","0","N","4882040000"
"2505","숙박업","03_11_03_P","5420000","5420000-201-2016-00002","20160422","","01","영업/정상","01","영업","","","","","055 757 8811","1458","638971","경상남도 고성군 영오면 오서리 1611-177번지","경상남도 고성군 영오면 오서1길 45","52900","별모텔","20171221135417","I","2018-08-31","여관업","128.190503275314","35.0886469521855","여관업","3","0","1","2","0","0","0","18","0","N","0","","","","","0","0","0","0","0","N","4882037000"
"2506","숙박업","03_11_03_P","5420000","5420000-201-1996-00002","19960308","","01","영업/정상","01","영업","","","","","055 6737725","752","638813","경상남도 고성군 회화면 배둔리 614-3","경상남도 고성군 회화면 당항길 12","52915","애니타임모텔","20201125172440","U","2020-11-27","여관업","128.37681498343","35.0522251411294","여관업","4","0","0","0","0","0","4","14","0","N","0","","","","","0","","","0","0","N","4882040000"
"2507","숙박업","03_11_03_P","5420000","5420000-201-2005-00008","20050804","","01","영업/정상","01","영업","","","","","055 6738544","369","638922","경상남도 고성군 하일면 송천리 627-6 외1필지","경상남도 고성군 하일면 자란만로 1434 (외1필지)","52956","태평장여관","20210914172008","U","2021-09-16","여관업","128.199054718666","34.9177641360084","여관업","3","0","2","3","0","0","3","9","0","N","0","","","","임대","0","0","0","0","0","N","4882032000"
"2508","숙박업","03_11_03_P","5420000","5420000-214-2016-00002","20160722","","01","영업/정상","01","영업","","","","","","641","638911","경상남도 고성군 삼산면 두포리 177 4필지","경상남도 고성군 삼산면 두포5길 113-109","52959","블루비치 관광농원","20220310160500","U","2022-03-12","숙박업(생활)","128.299986830245","34.9246881192879","숙박업(생활)","2","0","0","0","0","0","0","15","0","N","0","","","","자가","0","0","0","0","0","N","4882031000"
"2509","숙박업","03_11_03_P","5420000","5420000-201-2010-00003","20100525","","01","영업/정상","01","영업","","","","","","648","638807","경상남도 고성군 고성읍 월평리 344-2","경상남도 고성군 고성읍 월평1길 81-4","52948","뮤 모텔","20220322140243","U","2022-03-24","숙박업 기타","128.348210911476","34.9411516311054","숙박업 기타","3","1","2","3","0","0","0","14","0","N","0","","","","자가","0","0","0","0","0","N","4882025000"
"2510","숙박업","03_11_03_P","5420000","5420000-201-1987-00002","19870220","","01","영업/정상","01","영업","","","","","055 6743138","450","638805","경상남도 고성군 고성읍 송학리 263-7번지","경상남도 고성군 고성읍 중앙로43번길 71","52942","신학모텔","20171128134400","I","2018-08-31","여관업","128.325663023459","34.9771754393776","여관업","4","0","1","3","0","0","11","8","0","N","0","","","","자가","0","","","0","0","N","4882025000"
"2511","숙박업","03_11_03_P","5420000","5420000-214-2017-00001","20170112","","01","영업/정상","01","영업","","","","","055 6727007","880","638841","경상남도 고성군 동해면 내곡리 1684번지","경상남도 고성군 동해면 동해로 1016-8","52918","오호락","20170906141522","I","2018-08-31","숙박업(생활)","128.391407245689","35.0341096094506","숙박업(생활)","3","0","2","3","0","0","0","10","0","N","0","","","","자가","0","1","1","0","0","N","4882042000"
"2512","숙박업","03_11_03_P","5420000","5420000-214-2017-00002","20170112","","01","영업/정상","01","영업","","","","","055 6727007","981","638841","경상남도 고성군 동해면 내곡리 1680번지","경상남도 고성군 동해면 동해로 1016-16","52918","오호락2","20170906141547","I","2018-08-31","숙박업(생활)","128.392087850803","35.0343303681511","숙박업(생활)","3","0","2","3","0","0","0","9","0","N","0","","","","자가","0","0","1","0","0","N","4882042000"
"2513","숙박업","03_11_03_P","5420000","5420000-201-1997-00005","19970510","","01","영업/정상","01","영업","","","","","055 672 4009","530","638813","경상남도 고성군 회화면 배둔리 606-6번지","경상남도 고성군 회화면 당항길 34-27","52915","비치모텔","20190212170349","U","2019-02-14","여관업","128.376545140519","35.0504486135753","여관업","4","0","1","4","0","0","16","0","0","N","0","","","","","0","","","0","0","N","4882040000"
"2514","숙박업","03_11_03_P","5420000","5420000-201-2017-00003","20170308","","01","영업/정상","01","영업","","","","","055 6740041","1351","638971","경상남도 고성군 영오면 오서리 1231-1번지","경상남도 고성군 영오면 오서1길 95","52900","자자호텔","20200330095105","U","2020-04-01","여관업","128.19032567069","35.0864156254228","여관업","4","0","2","3","0","0","3","26","0","N","0","","","","자가","0","1","1","0","0","N","4882037000"
"2515","숙박업","03_11_03_P","5420000","5420000-201-2015-00002","20150805","","01","영업/정상","01","영업","","","","","055 673 8838","403","638841","경상남도 고성군 동해면 내곡리 828-1번지","경상남도 고성군 동해면 동해로 1060","52918","웨스틴힐","20170906142459","I","2018-08-31","여관업","128.393944794145","35.0358938687245","여관업","3","1","2","3","0","0","5","10","0","N","0","","","","자가","0","0","0","0","0","N","4882042000"
"2516","숙박업","03_11_03_P","5420000","5420000-201-2006-00004","20060811","","01","영업/정상","01","영업","","","","","055 6740524","954","638971","경상남도 고성군 영오면 오서리 1611-178","경상남도 고성군 영오면 오서1길 61","52900","똘레랑스모텔","20201124094655","U","2020-11-26","여관업","128.190490057537","35.0880468136638","여관업","3","0","1","3","0","0","1","16","0","N","0","","","","자가","0","","","0","0","N","4882037000"
"2517","숙박업","03_11_03_P","5420000","5420000-201-2002-00002","20020420","","01","영업/정상","01","영업","","","","","055 674 7881","507","638802","경상남도 고성군 고성읍 덕선리 166-7번지","경상남도 고성군 고성읍 대가로 188","52930","티라노모텔","20171222145949","I","2018-08-31","여관업","128.309872690598","34.9958792602081","여관업","4","0","1","4","0","0","3","13","0","N","0","","","","자가","0","1","","0","0","N","4882025000"
"2518","숙박업","03_11_03_P","5420000","5420000-201-2017-00004","20171130","","01","영업/정상","01","영업","","","","","055 6732020","637","638803","경상남도 고성군 고성읍 동외리 292-4","경상남도 고성군 고성읍 남포로162번길 100-21","52942","ZaZa(자자)모텔","20220517160031","U","2022-05-19","여관업","128.324822416799","34.9754989968275","여관업","5","0","3","5","0","0","0","20","0","N","0","","","","자가","0","0","1","0","0","N","4882025000"
"2519","숙박업","03_11_03_P","5420000","5420000-201-1988-00002","19881208","","01","영업/정상","01","영업","","","","","055 6730781","687","638805","경상남도 고성군 고성읍 송학리 262-12번지","경상남도 고성군 고성읍 중앙로43번길 65-11","52942","몽모텔","20171228110002","I","2018-08-31","여관업","128.325098998694","34.977210888965","여관업","3","0","1","3","0","0","8","17","0","N","0","","","","임대","0","","","0","0","N","4882025000"
"2520","숙박업","03_11_03_P","5420000","5420000-201-2003-00003","20030324","","01","영업/정상","01","영업","","","","","055 6740043","1044","638803","경상남도 고성군 고성읍 동외리 314-9번지","경상남도 고성군 고성읍 성내로 159","52943","아미가모텔","20181121134704","U","2018-11-23","여관업","128.325683120392","34.9731974961638","여관업","6","1","1","6","0","0","0","27","0","N","0","","","","임대","0","","","0","0","N","4882025000"
"2521","숙박업","03_11_03_P","5420000","5420000-201-2011-00004","20111207","","01","영업/정상","01","영업","","","","","055  6738081","589","638941","경상남도 고성군 상리면 고봉리 500-5","경상남도 고성군 상리면 고봉로 2","52950","피렌체모텔","20210813102109","U","2021-08-15","여관업","128.170720624685","35.0285628436307","여관업","3","0","1","3","0","0","4","14","0","N","0","","","","자가","0","","","0","0","N","4882034000"
"2522","숙박업","03_11_03_P","5420000","5420000-201-2004-00002","20040513","","01","영업/정상","01","영업","","","","","055 6732532","384","638813","경상남도 고성군 회화면 배둔리 999","경상남도 고성군 회화면 영회로 2209-17","52914","스타모텔","20210914171522","U","2021-09-16","여관업","128.366719997993","35.0599942120044","여관업","3","0","2","2","0","0","0","11","0","N","0","","","","자가","0","0","0","0","0","N","4882040000"
"2523","숙박업","03_11_03_P","5420000","5420000-214-2018-00001","20180327","","01","영업/정상","01","영업","","","","","055 6720082","273","638842","경상남도 고성군 동해면 외산리 산 45-1번지","경상남도 고성군 동해면 외산로 330, 제5동, 제8동","52918","산들바다관광농원","20190128135318","U","2019-01-30","숙박업(생활)","128.449400358715","35.0689579745254","숙박업(생활)","2","0","0","0","0","0","0","6","0","N","0","","","","자가","0","0","0","0","0","N","4882042000"
"2524","숙박업","03_11_03_P","5420000","5420000-201-1976-00002","19761014","","01","영업/정상","01","영업","","","","","055 6742968","116","638803","경상남도 고성군 고성읍 동외리 310-1","경상남도 고성군 고성읍 성내로151번길 10","52943","설화수모텔","20200914170225","U","2020-09-16","여관업","128.325125719211","34.9734928994861","여관업","3","0","0","0","0","0","9","4","0","N","0","","","","자가","0","","","0","0","N","4882025000"
